kepid,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score
9973109,"K02018.02",,299.526000,0.000000,"19h58m06.24s",46.899261,0.000000,"+46d53m57.3s",15.113,,14.518,,14.309,,14.210,,13.242,0.029,12.895,0.033,12.827,0.019,14.550,,"cumulative","Done","11111101110111011000000000000000","CANDIDATE","CANDIDATE",2,63,3.4797032,8.8170395,0.53450,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2865,0.3556,"Mandel and Agol (2002 ApJ 580 171)",10.90,,,131.8764,0.0133,-0.0133,0,,,,,,1.14,0.33,-0.2,0.114,,,0.017,0.423,-0.017,5.686,0.424,-0.424,,,,160.2,16.3,-16.3,16.0988294,0.0002694,-0.0002694,0.011509,0.000743,-0.000642,21.88,2.1,-2.1,89.96,,,705.0,,,5657.00,169.00,-169.00,4.401,0.167,-0.204,-0.4800,0.3000,-0.3000,0.9110,0.2620,-0.1610,0.7620,0.1240,-0.0440,,,,"q1_q17_dr25_stellar",0.085,19.968434000,0.000034000,46.89887000,0.00034000,1.30000,1.30000,-1.40000,1.20000,-0.00018,0.00022,0.00025,0.00021,0.2200,0.7200,-0.1700,0.9800,0.2800,0.8900,0.2400,0.8200,-0.1200,0.9700,0.2700,0.9300,"NO_COMMENT","2018-08-16 00:00:00",2,"q1_q17_dr25_tce","009/009973/009973109/dv/kplr009973109-002-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454964.876,0.0133,-0.0133,"009/009973/009973109/dv/kplr009973109-20160209194854_dvr.pdf",0,0,0,0,58.53,50.63,-23.39,0.76492,0.07487,-0.37468,"LS+MCMC",0.9950
5966810,"K03909.01",,293.818300,0.000000,"19h35m16.39s",41.211460,0.000000,"+41d12m41.3s",15.329,,14.915,,14.784,,14.732,,13.883,0.023,13.608,0.026,13.596,0.047,14.948,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,5,13.033201,20.433409,0.17760,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2865,0.3671,"Mandel and Agol (2002 ApJ 580 171)",34.60,,,133.92838,0.00789,-0.00789,0,,,,,,4.74,0.87,-0.87,0.833,,,0.002,0.419,-0.002,18.363,0.266,-0.266,,,,956.6,31.2,-31.2,247.891041,0.002547,-0.002547,0.028265,0.000953,-0.000431,106.04,1.5,-1.5,90,,,367.0,,,6121.00,82.00,-82.00,4.163,0.154,-0.126,0.1600,0.1500,-0.1500,1.5360,0.2810,-0.2810,1.2570,0.0950,-0.1310,,,,"q1_q17_dr25_stellar",0.885,19.587885000,0.000011000,41.21148000,0.00012000,-0.04000,0.46000,0.07000,0.44000,-0.00013,0.00042,3e-05,0.00041,-0.3300,0.8600,-0.7300,0.9000,0.8000,0.8900,-0.3600,0.8000,-0.7200,0.9100,0.8100,0.8900,"NO_COMMENT","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","005/005966/005966810/dv/kplr005966810-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454966.928,0.00789,-0.00789,"005/005966/005966810/dv/kplr005966810-20160209194854_dvr.pdf",0,0,0,0,4.27,2.03,-1.57,0.36710,0.00505,-0.11968,"LS+MCMC",0.9700
6863158,"K07793.01",,291.852050,0.000000,"19h27m24.49s",42.343361,0.000000,"+42d20m36.1s",17.291,,15.932,,15.226,,14.850,,13.550,0.025,12.891,0.025,12.746,0.030,15.846,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,680,2.946596,7.288273,0.29500,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3384,0.3803,"Mandel and Agol (2002 ApJ 580 171)",8.90,,,131.5639,0.0185,-0.0185,0,,,,,,0.46,0.02,-0.03,0.0249,,,0.643,0.33,-0.422,5.297,0.552,-0.552,,,,75.1,10.2,-10.2,1.99469354,4.991e-05,-4.991e-05,0.008287,0.000219,-0.001072,2.37,1.1,-1.1,74.27,,,758.0,,,3799.00,68.00,-68.00,4.738,0.036,-0.021,-0.1000,0.1000,-0.1000,0.5100,0.0250,-0.0340,0.5180,0.0300,-0.0300,,,,"q1_q17_dr25_stellar",0.118,19.456791000,0.000041000,42.34376000,0.00038000,-0.50000,1.70000,1.50000,1.40000,3e-05,0.00013,-0.00013,0.00011,0.0600,0.6400,-0.6800,0.6300,0.6800,0.6300,-0.1000,0.6500,-0.9900,0.6300,0.9900,0.6300,"CENT_KIC_POS","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","006/006863/006863158/dv/kplr006863158-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454964.564,0.0185,-0.0185,"006/006863/006863158/dv/kplr006863158-20160209194854_dvr.pdf",0,0,0,0,78.20,14.19,-14.82,0.06326,0.09142,-0.01415,"LS+MCMC",0.6020
8308347,"K03761.01",,294.897490,0.000000,"19h39m35.40s",44.215790,0.000000,"+44d12m56.8s",16.201,,15.475,,15.161,,14.971,,13.867,0.026,13.312,0.058,13.212,0.050,15.473,,"cumulative","Done","00011111111111111000000000000000","CANDIDATE","CANDIDATE",1,7,85.55221,119.720695,0.03000,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.1908,0.5172,"Mandel and Agol (2002 ApJ 580 171)",65.70,,,280.9154,0.0139,-0.0139,0,,,,,,11.23,1.19,-1.08,0.5088,,,0.724,0.024,-0.056,30.86,0.775,-0.775,,,,24493,584,-584,164.950399,0.002941,-0.002941,0.154899,0.002468,-0.004879,36.74,6.4,-6.4,88.87,,,252.0,,,5001.00,191.00,-174.00,4.603,0.066,-0.048,-0.5800,0.3500,-0.3000,0.6640,0.0700,-0.0640,0.6450,0.0830,-0.0360,,,,"q1_q17_dr25_stellar",0.000,19.659876000,0.000001600,44.21592760,0.00000580,1.70500,0.06100,0.49500,0.02100,0.036,0.095,0,0.13,-2.6000,0.3300,-1.1950,0.0940,2.8600,0.3000,-0.1700,0.1400,-0.0580,0.0760,0.1700,0.1300,"INDIV_TRANS_RUBBLE_MARSHALL_SKYE---SAME_NTL_PERIOD---CENT_FEW_DIFFS","2018-08-16 00:00:00",2,"q1_q17_dr25_tce","008/008308/008308347/dv/kplr008308347-002-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2455113.915,0.0139,-0.0139,"008/008308/008308347/dv/kplr008308347-20160209194854_dvr.pdf",0,0,0,0,0.95,0.40,-0.27,0.03449,0.00599,-0.00407,"LS+MCMC",0.0000
10281221,"K03913.01",,294.612520,0.000000,"19h38m27.00s",47.343262,0.000000,"+47d20m35.7s",15.371,,14.914,,14.800,,14.747,,13.860,0.026,13.517,0.034,13.462,0.038,14.972,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,2294,5.924377,36.49126,0.98460,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3032,0.3147,"Mandel and Agol (2002 ApJ 580 171)",87.00,,,131.621083,0.000375,-0.000375,0,,,,,,5.87,1.74,-0.74,0.014,,,1.011,0.191,-0.039,1.0528,0.0261,-0.0261,,,,587.5,9.1,-9.1,0.582895412,2.6e-07,-2.6e-07,0.053285,0.174601,-0.022999,1.619,0.158,-0.158,51.38,,,2347.0,,,6263.00,169.00,-225.00,4.460,0.065,-0.208,-0.2200,0.2500,-0.3000,1.0090,0.2990,-0.1280,1.0680,0.1440,-0.1440,,,,"q1_q17_dr25_stellar",0.268,19.640835300,0.000006900,47.34318000,0.00007700,0.05000,0.25000,-0.29000,0.28000,-7.4e-05,8.2e-05,5.6e-05,9e-05,-0.0430,0.0840,-0.3840,0.0910,0.3860,0.0930,-0.0920,0.0910,-0.4570,0.0890,0.4660,0.0930,"NO_COMMENT","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","010/010281/010281221/dv/kplr010281221-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454964.621,0.000375,-0.000375,"010/010281/010281221/dv/kplr010281221-20160209194854_dvr.pdf",0,0,0,0,7152.60,6218.02,-2442.00,0.23640,0.02300,-0.05064,"LS+MCMC",1.0000
6525946,"K02093.03",,292.954160,0.000000,"19h31m49.00s",41.934799,0.000000,"+41d56m05.3s",15.737,,15.314,,15.194,,15.136,,14.305,0.031,13.936,0.047,13.997,0.066,15.357,,"cumulative","Done","00011111111111111000000000000000","CANDIDATE","CANDIDATE",3,940,3.5672805,10.7996,0.85720,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2589,0.3978,"Mandel and Agol (2002 ApJ 580 171)",22.10,,,132.28138,0.00307,-0.00307,0,,,,,,10,3.79,-1.26,0.0112,,,0.269,0.192,-0.269,1.5568,0.0773,-0.0773,,,,128.8,7.1,-7.1,0.496069986,1.637e-06,-1.637e-06,0.010444,0.000391,-0.000435,2.454,0.587,-0.587,83.7,,,6285.0,,,5096.00,77.00,-46.00,2.435,0.117,-0.143,-1.5200,0.1500,-0.1500,8.7690,3.3190,-1.1060,0.7630,0.3670,-0.0150,,,,"q1_q17_dr25_stellar",0.183,19.530301000,0.000017000,41.93445000,0.00016000,0.91000,0.68000,-1.26000,0.59000,0.000106,8e-05,-1.1e-05,7e-05,-1.2200,0.8000,2.7400,0.4800,3.0000,0.5400,0.1000,0.9500,0.4600,0.6200,0.4700,0.7100,"PLANET_IN_STAR---MOD_SEC_DV---MOD_SEC_ALT---PLANET_PERIOD_IS_HALF_ALT---HAS_SEC_TCE---CENT_KIC_POS","2018-08-16 00:00:00",3,"q1_q17_dr25_tce","006/006525/006525946/dv/kplr006525946-003-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454965.281,0.00307,-0.00307,"006/006525/006525946/dv/kplr006525946-20160209194854_dvr.pdf",0,0,0,0,369989.68,376546.06,-97509.48,1.13550,0.27166,-0.36210,"LS+MCMC",0.9940
7017372,"K03689.01",,285.971800,0.000000,"19h03m53.23s",42.545712,0.000000,"+42d32m44.6s",14.368,,13.982,,13.862,,13.871,,12.971,0.021,12.694,0.022,12.627,0.019,14.014,,"cumulative","Done","00000000010000000000000000000000","CANDIDATE","CANDIDATE",1,16,115.056694,365.3003,0.61860,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3105,0.2893,"Mandel and Agol (2002 ApJ 580 171)",385.70,,,136.02877,0.00354,-0.00354,0,,,,,,12.74,3.85,-2.57,0.0607,,,0.65,0.021,-0.041,3.3656,0.029,-0.029,,,,8531.2,27.7,-27.7,5.24088367,2.276e-05,-2.276e-05,0.089386,0.000441,-0.000859,10.43,1.2,-1.2,86.43,,,1320.0,,,6452.00,181.00,-250.00,4.241,0.170,-0.187,-0.2800,0.2500,-0.3000,1.3050,0.3950,-0.2630,1.0790,0.1770,-0.1290,,,,"q1_q17_dr25_stellar",0.169,19.064790860,0.000000730,42.54570600,0.00000880,0.19300,0.02900,-0.01400,0.03200,-0.00032,0.00066,-0.00018,0.00087,-0.0160,0.0670,0.0140,0.0670,0.0210,0.0670,-0.0230,0.0670,-0.0810,0.0670,0.0840,0.0670,"CENT_FEW_DIFFS","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","007/007017/007017372/dv/kplr007017372-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454969.029,0.00354,-0.00354,"007/007017/007017372/dv/kplr007017372-20160209194854_dvr.pdf",0,0,0,0,716.85,641.99,-326.64,0.78248,0.08863,-0.07482,"LS+MCMC",1.0000
3128552,"K02055.04",,294.152710,0.000000,"19h36m36.65s",38.233040,0.000000,"+38d13m58.9s",15.040,,14.476,,14.301,,14.225,,13.332,0.025,12.957,0.027,12.924,0.032,14.523,,"cumulative","Done",,"CANDIDATE","CANDIDATE",4,,,,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2779,0.3761,"Mandel and Agol (2002 ApJ 580 171)",9.90,,,131.85782,0.00882,-0.00882,0,,,,,,1.26,0.52,-0.1,0.0636,,,0.9407,0.0036,-0.6599,2.84,0.217,-0.217,,,,146.1,15.9,-15.9,6.13074243,6.971e-05,-6.971e-05,0.013892,8.8e-05,-0.003475,6.31,3.1,-3.1,81.36,,,916.0,,,5741.00,155.00,-150.00,4.556,0.032,-0.281,-0.2400,0.3000,-0.2600,0.8330,0.3400,-0.0680,0.9100,0.0970,-0.0950,,,,"stellar_q1_q16",,,,,,,,,,,,,,,,,,,,,,,,,,,"2018-08-16 00:00:00",,,,"q1_q17_dr25_sup_koi","q1_q16_koi",2454964.858,0.00882,-0.00882,,0,0,0,0,166.78,201.11,-40.26,0.12660,2.65087,-0.04768,"MCMC",
6887030,"K07795.01",,297.872800,0.000000,"19h51m29.47s",42.303291,0.000000,"+42d18m11.8s",15.400,,14.774,,14.557,,14.463,,13.506,0.023,13.143,0.020,13.074,0.028,14.810,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,246,3.238484,7.938199,0.89380,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2521,0.4210,"Mandel and Agol (2002 ApJ 580 171)",9.30,,,134.29408,0.00678,-0.00678,0,,,,,,0.97,0.19,-0.09,0.0568,,,0.735,0.244,-0.494,2.119,0.234,-0.234,,,,137.5,17.4,-17.4,5.44085762,4.88e-05,-4.88e-05,0.011602,0.003113,-0.001131,13.67,6.7,-6.7,86.92,,,892.0,,,5519.00,165.00,-149.00,4.590,0.043,-0.128,-0.3400,0.3000,-0.3000,0.7620,0.1540,-0.0660,0.8270,0.0900,-0.0820,,,,"q1_q17_dr25_stellar",0.004,19.858189000,0.000032000,42.30387000,0.00035000,0.10000,1.30000,2.10000,1.20000,-2e-05,0.00018,-0.00031,0.00018,-0.0300,0.5900,0.1400,0.6000,0.1400,0.5700,-0.0400,0.7200,0.1000,0.6000,0.1100,0.5300,"NO_COMMENT","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","006/006887/006887030/dv/kplr006887030-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454967.294,0.00678,-0.00678,"006/006887/006887030/dv/kplr006887030-20160209194854_dvr.pdf",0,0,0,0,149.44,93.51,-37.70,1.63174,4.80951,-0.33611,"LS+MCMC",1.0000
8323764,"K03767.01",,299.080570,0.000000,"19h56m19.34s",44.295010,0.000000,"+44d17m42.0s",,,17.327,,17.011,,16.628,,15.654,0.083,15.166,0.085,14.894,0.100,17.376,,"cumulative","Done","00000000011111111000000000000000","CANDIDATE","CANDIDATE",1,92,38.75073,218.03261,0.71180,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2075,0.4900,"Mandel and Agol (2002 ApJ 580 171)",145.90,,,134.31703,0.00137,-0.00137,0,,,,,,14.78,1.77,-1.78,0.0634,,,0.557,0.035,-0.094,3.3304,0.056,-0.056,,,,32213,235,-235,6.714247798,8.395e-06,-8.395e-06,0.16913,0.001617,-0.003364,15.85,2.5,-2.5,87.98,,,809.0,,,5159.00,179.00,-179.00,4.508,0.102,-0.085,-0.1600,0.3000,-0.3000,0.8000,0.0960,-0.0960,0.7520,0.1060,-0.0570,,,,"q1_q17_dr25_stellar",0.000,19.938626350,0.000000170,44.29418860,0.00000170,-3.00110,0.00680,-2.95710,0.00600,-0.008,0.024,-0.007,0.034,,,,,,,0.0300,0.0680,0.1160,0.0680,0.1200,0.0690,"DEEP_V_SHAPED---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_FEW_MEAS","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","008/008323/008323764/dv/kplr008323764-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454967.317,0.00137,-0.00137,"008/008323/008323764/dv/kplr008323764-20160209194854_dvr.pdf",0,0,0,0,100.94,44.19,-33.07,1.67024,0.26490,-0.20577,"LS+MCMC",0.0000
5008245,"K03770.01",,290.936710,0.000000,"19h23m44.81s",40.124920,0.000000,"+40d07m29.7s",14.516,,14.062,,13.925,,13.902,,13.132,0.023,12.885,0.029,12.835,0.030,14.103,,"cumulative","Done","00000000010000000000000000000000","CANDIDATE","CANDIDATE",1,35,35.761604,175.44763,0.98890,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3022,0.3344,"Mandel and Agol (2002 ApJ 580 171)",185.30,,,131.84844,0.00575,-0.00575,0,,,,,,7.31,2.47,-1.06,0.04,,,0.644,0.151,-0.015,2.6452,0.0608,-0.0608,,,,3149.7,21.2,-21.2,2.60720833,1.819e-05,-1.819e-05,0.054153,0.002411,-0.000526,6.34,3.1,-3.1,84.17,,,1561.0,,,6366.00,177.00,-243.00,4.352,0.073,-0.218,0.1600,0.2000,-0.3500,1.2360,0.4170,-0.1790,1.2570,0.1820,-0.1820,,,,"q1_q17_dr25_stellar",0.000,19.395793100,0.000001900,40.12500200,0.00001900,0.54200,0.07700,0.29500,0.06900,-0.00105,0.00031,-0.00153,0.00033,0.3810,0.0690,0.7890,0.0690,0.8760,0.0690,0.3770,0.0690,0.8010,0.0690,0.8860,0.0690,"CENT_FEW_DIFFS","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","005/005008/005008245/dv/kplr005008245-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454964.848,0.00575,-0.00575,"005/005008/005008245/dv/kplr005008245-20160209194854_dvr.pdf",0,0,0,0,1403.43,1397.75,-525.02,0.70771,0.69215,-0.23798,"LS+MCMC",1.0000
4075067,"K03777.01",,295.869450,0.000000,"19h43m28.67s",39.158810,0.000000,"+39d09m31.7s",11.490,,11.503,,11.582,,11.608,,10.961,0.020,10.881,0.017,10.857,0.015,11.500,,"cumulative","Done","11111011101110111000000000000000","CANDIDATE","CANDIDATE",1,63,24.277761,128.53241,0.99900,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2927,0.2294,"Mandel and Agol (2002 ApJ 580 171)",7.60,,,139.3464,0.016,-0.016,0,,,,,,146.63,14.23,-85.39,0.1904,,,1.25,6.792,-0.061,5.066,0.916,-0.916,,,,877,146,-146,17.7476059,0.0003751,-0.0003751,0.277893,6.780908,-0.068914,7.26,3.6,-3.6,80.09,,,1998.0,,,8992.00,289.00,-434.00,3.535,0.560,-0.029,0.0700,0.2500,-0.6000,4.8320,0.4690,-2.8140,2.9220,0.2420,-0.9680,,,,"q1_q17_dr25_stellar",0.000,19.724623100,0.000001900,39.15835000,0.00002100,-0.25800,0.07800,-1.65800,0.07400,5e-05,0.00014,0.00148,0.00017,-0.0480,0.0860,-0.7700,0.1700,0.7700,0.1700,-0.1190,0.0830,-0.7600,0.1900,0.7600,0.1800,"MOD_SEC_DV---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_SATURATED","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","004/004075/004075067/dv/kplr004075067-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454972.346,0.016,-0.016,"004/004075/004075067/dv/kplr004075067-20160209194854_dvr.pdf",0,0,0,0,3768.37,1378.80,-3229.10,0.02301,0.46969,-0.01613,"LS+MCMC",0.0000
12301181,"K02059.02",,287.590090,0.000000,"19h10m21.62s",51.060570,0.000000,"+51d03m38.1s",13.717,,12.881,,12.558,,12.390,,11.305,0.019,10.791,0.028,10.664,0.021,12.906,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",2,582,3.7120612,8.401053,0.16330,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.1530,0.5684,"Mandel and Agol (2002 ApJ 580 171)",11.10,,,132.45418,0.00626,-0.00626,0,,,,,,0.44,0.03,-0.02,0.0307,,,0.394,0.064,-0.394,1.966,0.218,-0.218,,,,35.6,3.9,-3.9,2.18565886,1.714e-05,-1.714e-05,0.005433,0.00036,-0.000371,7.88,3.8,-3.8,87.14,,,1087.0,,,4997.00,100.00,-100.00,4.598,0.018,-0.053,0.0000,0.1500,-0.1500,0.7460,0.0490,-0.0300,0.8060,0.0350,-0.0510,,,,"q1_q17_dr25_stellar",,19.172712000,0.000038000,51.06024000,0.00046000,1.30000,1.30000,-1.20000,1.70000,,,4.7e-05,5.3e-05,0.3700,0.6500,-0.6800,0.4800,0.7700,0.6400,0.5700,0.7200,-0.4400,0.5400,0.7100,0.7800,"CENT_KIC_POS","2018-08-16 00:00:00",2,"q1_q17_dr25_tce","012/012301/012301181/dv/kplr012301181-002-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454965.454,0.00626,-0.00626,"012/012301/012301181/dv/kplr012301181-20160209194854_dvr.pdf",0,0,0,0,329.49,75.57,-49.54,1.94061,0.94696,-1.15433,"LS+MCMC",0.6910
6891124,"K07796.01",,298.728210,0.000000,"19h54m54.77s",42.372631,0.000000,"+42d22m21.5s",14.888,,14.409,,14.276,,14.194,,13.354,0.039,13.073,0.041,13.006,0.040,14.460,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,382,3.3276923,8.78479,0.02650,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3020,0.3190,"Mandel and Agol (2002 ApJ 580 171)",8.50,,,134.1864,0.0103,-0.0103,0,,,,,,0.94,0.31,-0.11,0.0469,,,0.004,0.457,-0.004,3.439,0.31,-0.31,,,,74.2,10.3,-10.3,3.52364689,4.354e-05,-4.354e-05,0.007911,0.000577,-0.00072,7.91,1.8,-1.8,89.97,,,1330.0,,,6269.00,174.00,-218.00,4.412,0.070,-0.210,-0.0800,0.2500,-0.3000,1.0850,0.3610,-0.1200,1.1060,0.1710,-0.1400,,,,"q1_q17_dr25_stellar",0.168,19.915194000,0.000031000,42.37286000,0.00031000,-0.80000,1.20000,0.80000,1.10000,5.6e-05,9.6e-05,-7.7e-05,8.8e-05,0.4900,0.4800,-0.0900,0.5800,0.5000,0.4900,0.5500,0.4900,-0.2800,0.5800,0.6200,0.5100,"NO_COMMENT","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","006/006891/006891124/dv/kplr006891124-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454967.186,0.0103,-0.0103,"006/006891/006891124/dv/kplr006891124-20160209194854_dvr.pdf",0,0,0,0,739.80,726.26,-231.84,0.75429,0.17286,-0.40167,"LS+MCMC",0.9740
9489524,"K02029.04",,299.896510,0.000000,"19h59m35.16s",46.051971,0.000000,"+46d03m07.1s",13.570,,12.898,,12.694,,12.613,,11.610,0.022,11.178,0.030,11.132,0.022,12.957,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",4,251,3.9266844,9.918391,0.48740,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2043,0.4966,"Mandel and Agol (2002 ApJ 580 171)",7.20,,,135.4574,0.0113,-0.0113,0,,,,,,0.63,0.04,-0.04,0.0515,,,0.343,0.126,-0.343,2.099,0.302,-0.302,,,,66.5,10.7,-10.7,4.78850084,6.031e-05,-6.031e-05,0.007424,0.000636,-0.00077,16.52,4.2,-4.2,88.81,,,889.0,,,5208.00,103.00,-103.00,4.563,0.036,-0.052,-0.1400,0.1500,-0.1500,0.7720,0.0550,-0.0410,0.7960,0.0460,-0.0460,,,,"q1_q17_dr25_stellar",,19.993060000,0.000033000,46.05207000,0.00029000,-1.50000,1.20000,0.40000,1.10000,0.000126,8.5e-05,,,0.6000,0.5800,0.3100,0.5900,0.6700,0.7000,0.7900,0.5900,0.1600,0.6900,0.8100,0.6700,"NO_COMMENT","2018-08-16 00:00:00",4,"q1_q17_dr25_tce","009/009489/009489524/dv/kplr009489524-004-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454968.457,0.0113,-0.0113,"009/009489/009489524/dv/kplr009489524-20160209194854_dvr.pdf",0,0,0,0,147.95,35.67,-25.49,3.71904,1.90062,-3.69939,"LS+MCMC",0.8630
